Year,Category,Age Groups,N.L.,P.E.I.,N.S.,N.B. ,Que.,Ont.,Man. ,Sask.,Alta.  ,B.C. ,Y.T.,N.W.T.,Nun.,Canada,start_age,end_age
1975,B.6.4: Expenditure by year,All,12.29760905,4.601948977,71.95231822,23.73873045,299.79337589999994,356.7053151,104.7395918,61.73527254,141.981101,139.17896100000002,17.21760966,38.19887205,,1272.140706,0,150
1975,Appendix: B.1: Price index by year,All,36.68802597,30.73154455,35.39809506,34.64696656,31.75512124,31.38094536,32.1093957,28.40596515,30.71429909,28.50053608,34.58668258,29.04536026,,31.9692532,0,150
1975,B.4.8: Expenditure by year,All,975.6007393,1147.324054,912.1634552000003,868.3881693,1259.1935640000004,1204.021575,1144.595128,1159.299267,1250.9080210000004,1302.912399,814.4775029,1225.287903,,1202.700917,0,150
1975,B.5.4: Expenditure by year,All,16.23894948,5.447985204,97.41242978,32.09444031,415.7053881,589.5897623,148.4651111,93.19308022,204.6595441,232.7456221,18.00982209,38.36757369,,1891.929708,0,150
1975,B.6.2: Expenditure by year,All,8.107542301,12.01337037,30.81490309,12.14876448,15.03873274,13.45445013,32.81196797,19.11520573,24.1105441,15.86943589,271.8185138,258.93253050000004,,17.20811675,0,150
1975,B.3.2: Expenditure by year,All,368.6346336,366.8123476,364.6071509,317.2951228,420.71174620000005,400.0718942,414.032522,358.1656901,418.9619252,397.8750937,566.0261092000002,615.9653668,,401.8572664,0,150
1975,Appendix: D.2: Population by fiscal year,All,558.8969999999998,118.008,830.3480000000002,682.084,6348.2440000000015,8352.889000000001,1026.091,922.466,1825.051,2510.752,22.214,43.507,,23240.551,0,150
1975,Appendix: C.2: Expenditures per year,All,942.1998302,194.9499514,1066.075167,976.6497813,9030.14919,11294.24807,1347.899905,1254.375002,2899.649907,3567.398931,64.6249829,153.4749758,,32791.69569,0,150
1975,Appendix: C.1: Total programs by year,All,841.4498453,182.5249521,975.2501849,916.2497798,8587.624287,10214.2481,1255.649904,1194.324999,2774.524957,3511.973943,62.82498289,151.3749757,,30668.020910000007,0,150
1975,Appendix: A.1: Gross domestic product per year,All,,,,,,,,,,,,,,173893.0,0,150
1975,B.2.2: Expenditure by year,All,106.6547222,135.81025480000002,98.13233529,92.57001954,113.0340348,131.5337915,118.992495,122.7495736,129.69114620000002,155.5638341,160.45736719999996,202.7025135,,125.2712666,0,150
1975,B.4.1: Expenditure by year,All,199.183,41.508,266.88025,203.69,2531.2255,3143.4745,376.69925,302.11275,694.9125,928.1825,6.1715,15.2495,,8709.28925,0,150
1975,B.2.5: Expenditure by year,All,338.8791332,511.0325876,366.0871321,332.515175,370.863267,467.7558998,377.06932810000006,482.6267867,454.75891500000006,499.401674,499.0472785,722.6704132,,430.2640197,0,150
1975,B.7.1: Expenditure by year,All,0.061,0.006,6.639394488,0.011,4.942,24.16234114,11.273,5.928893886,9.515244481,9.024,0.037000000000000005,0.049,,71.64887399999998,0,150
1975,B.2.1: Expenditure by year,All,59.35207306,15.98799063,81.11030041,62.67018094,715.5398025000002,1094.326683,121.9636186,112.6118091,234.5710792,388.8425371,3.5153,8.6856,,2899.176975,0,150
1975,B.8.1: Expenditure by year,All,1.385,0.254,2.373,2.884,31.866,48.919,2.767,3.007,9.736,17.643,0.237,0.0,,121.071,0,150
1975,B.7.3: Percentage by year,All,0.023063008,0.010140233,1.735913328,0.003964250999999999,0.146266113,0.546310748,2.063389347,1.343820225,0.958866176,0.652325346,0.232473391,0.139684313,,0.587312963,0,150
1975,B.6.1: Expenditure by year,All,4.51175,1.41425,25.46975,8.22475,95.19975,111.9375,33.63125,17.5365,43.6085,39.66675,5.955,11.095,,398.25075,0,150
1975,B.8.5: Expenditure by year,All,6.783746725,7.020822728,8.110618449,12.29530895,15.85218784,18.73707944,8.407488781,11.53878112,17.52571798,24.76590914,31.27783654,0.0,,16.8238332,0,150
1975,B.1.4: Expenditure by year,All,747.7312247000001,200.6747042,1153.93767,845.1096072,10734.46066,14498.34035,1708.124007,1599.514103,3289.682275,4737.754008,46.786523,121.8356396,,39683.95077,0,150
1975,B.2.3: Percentage by year,All,22.43995598,27.02032383,21.20682116,22.58548239,21.17750412,24.74273602,22.32399816,25.52415839,23.63809718,28.10858186,22.08685709,24.7600423,,23.76484268,0,150
1975,B.8.4: Expenditure by year,All,3.775073647,0.826512314,6.703750573,8.323961046,100.3491681,155.8875918,8.617415369,10.58580472,31.69859085,61.90409875,0.6852348429999999,0.0,,389.357202,0,150
1975,B.4.3: Percentage by year,All,75.30752543,70.15012878,69.77759551,73.40711067,74.9155229,71.07398634,68.95034324,68.47571089,70.02742734,67.09629553,38.77593335,43.47175384,,71.3909122,0,150
1975,B.5.2: Expenditure by year,All,10.70598108,14.22194473,41.71866393,16.42496414,20.85330341,22.23854178,46.50994323,28.85554445,34.75429426,26.53807516,284.3253606,260.07608109999995,,25.53539823,0,150
1975,B.4.2: Expenditure by year,All,357.9286525,352.5904029,322.8884869,300.8701586,399.8584428,377.8333524,367.5225787,329.3101456,384.2076309,371.3370185,281.7007486,355.8892856,,376.3218682,0,150
1975,B.8.3: Percentage by year,All,0.523643698,0.429269845,0.620436447,1.039354446,0.943123421,1.106059024,0.50646663,0.681555024,0.981112057,1.275374123,1.489086317,0.0,,0.992431056,0,150
1975,B.4.4: Percentage by year,All,23.67140491,22.74100035,27.3653114,22.23083754,29.47527064,30.77538816,30.00034075,25.29569005,25.04617947,26.42908276,9.823321417999999,10.07399006,,28.39860216,0,150
1975,B.6.5: Expenditure by year,All,22.09860598,39.09133285,87.05243331,35.06443908,47.35844849,42.87458512,102.1880582,67.29292818,78.49941171,55.68118384,785.9051332,891.4763949999998,,54.9682475,0,150
1975,B.1.5: Expenditure by year,All,1343.6610039999996,1704.6346440000002,1396.106263,1248.309989,1695.725934,1742.64386,1666.512847,1743.508747,1818.820403,1895.428375,2135.590789,2843.371831,,1714.713803,0,150
1975,B.3.1: Expenditure by year,All,205.14075,43.18225,301.3623945,214.80975,2663.23325,3328.493341,424.3705,328.5851439,757.7722445,994.51625,12.4005,26.3935,,9300.259874,0,150
1975,B.2.4: Expenditure by year,All,188.5821711,60.16028931,302.5856582,225.113771,2347.677223,3891.606535,386.4843721,442.767123,822.5179019999998,1248.288943,10.93312778,30.96570454,,9957.682819,0,150
1975,B.3.3: Percentage by year,All,77.56004402,72.97967617,78.79317884,77.41451761,78.82249588,75.25726398,77.67600184,74.47584161,76.36190282,71.89141814,77.91314291,75.2399577,,76.23515732,0,150
1975,B.5.5: Expenditure by year,All,29.18113144,46.27800178,117.8556752,47.40664415,65.66910343,70.86638574,144.8483916,101.5826933,113.1534669,93.11430174,822.0660075000002,895.4135147,,81.74886629999997,0,150
1975,B.6.3: Percentage by year,All,1.705811881,2.390137314,6.659233545,2.96408824,2.81758344,2.5309078680000003,6.155802623,3.974755465,4.394497243,2.867423142,37.41564986,31.62851955,,3.264501099,0,150
1975,Appendix: B.3: Price index by year,All,35.37271339,29.48564986,33.14500469,32.83360272,31.4759461,30.50569871,31.98445291,27.58318618,30.16532421,29.19861995,34.0179158,28.79214992,,30.74148771,0,150
1975,B.8.2: Expenditure by year,All,2.48882276,2.157607265,2.871004428,4.259951581,5.033881469,5.879872659,2.6995938410000004,3.277702142,5.382901437,7.058416871,10.81796604,0.0,,5.231387269,0,150
1975,B.1.1: Expenditure by year,All,264.4928231,59.17024063,382.4726949,277.4799309,3378.7730520000005,4422.8200240000015,546.3341186000001,441.196953,992.3433237,1383.358787,15.9158,35.0791,,12199.43685,0,150
1975,B.1.2: Expenditure by year,All,475.28935589999986,502.6226024,462.7394862,409.8651423,533.745781,531.6056857,533.0250169,480.9152637,548.6530713999998,553.4389277,726.4834764,818.6678802,,527.1285330000002,0,150
1975,Appendix: C.4: Expenditures by fiscal year,All,991.0997325,204.7999575,1117.500246,1021.099733,9465.798851,11760.29885,1412.599856,1315.300051,3057.199712,3785.398931,67.39997871,158.2999575,,34356.79586000001,0,150
1975,B.4.7: Expenditure by year,All,542.9101042000002,135.0664296,753.9395823,587.9013957999998,7971.078053,10017.14405,1173.174523,1063.553899,2262.504829,3256.719443,17.84357313,52.50236136,,27834.33824,0,150
1975,B.7.4: Expenditure by year,All,0.166266782,0.019523913,18.75636098,0.031748811,15.56284406,76.99685547,35.10810389,20.87200296,30.97985226,31.66256233,0.106977591,0.168701643,,230.4318007,0,150
1975,Appendix: B.2: Price index by year,All,31.47279126,26.57565449,26.80573194,27.83933681,30.47862779,28.12017796,31.55719283,25.43364294,28.51865943,31.15004257,32.15273865,28.04909538,,29.11497612,0,150
1975,B.3.5: Expenditure by year,All,1004.781871,1193.602056,1030.01913,915.7948135,1324.862667,1274.88796,1289.443519,1260.88196,1364.061488,1396.026701,1636.54351,2120.701418,,1284.449783,0,150
1975,B.1.3: Percentage by year,All,,,,,,,,,,,,,,7.015484722999999,0,150
1975,B.5.1: Expenditure by year,All,5.95775,1.67425,34.48214449,11.11975,132.00775,185.0188411,47.67125,26.47239389,62.85974448,66.33375,6.229,11.144,,590.970624,0,150
1975,Appendix: D.1: Population by year,All,556.5,117.7,826.5,677.0,6330.3,8319.7,1025.0,917.4,1808.7,2499.6,21.9,42.8,,23143.2,0,150
1975,Appendix: C.3: Total programs by fiscal year,All,885.1997537999997,192.0999586,1023.600268,958.199731,8997.198936,10625.9988,1316.299853,1252.300043,2928.799779,3727.298948,65.89997847,157.4999576,,32130.396010000004,0,150
1976,Appendix: B.2: Price index by year,All,35.72161809,28.51657308,28.76345393,31.49039738,32.91971066,30.92845891,36.30850051,25.19544569,31.31903833,34.52157659,36.49335837,30.80336562,,31.84431327,0,150
1976,B.1.1: Expenditure by year,All,312.8231104,62.86173534,442.1836424,321.8851963,3875.164143,5040.800222,629.3846539,520.3404017,1158.898913,1628.320348,18.07495,39.04545,,14049.782769999998,0,150
1976,B.4.5: Percentage by year,All,20.7108687,21.62376723,25.07068105,22.18252374,27.82872366,28.71176867,28.70380895,24.21168546,22.58132895,27.75413165,12.81765402,9.784718011,,26.90018264,0,150
1976,B.3.5: Expenditure by year,All,993.8513705,1138.831855,1054.152316,962.9500289,1314.628984,1305.545804,1376.451735,1283.486041,1404.731504,1426.654064,1567.932852,2048.146847,,1305.565569,0,150
1976,B.8.5: Expenditure by year,All,7.662274852999999,7.685449642999999,9.300635492,12.67552614,16.30452922,18.60327032,8.847032568,10.68506339,20.35344433,25.05713708,28.9687363,0.0,,17.22064299,0,150
1976,B.2.3: Percentage by year,All,27.77076165,24.80401671,22.79542473,20.98269727,19.48401062,23.91318752,20.59958932,24.30487414,22.47279615,28.9348683,23.94031519,23.80994456,,23.00810525,0,150
1976,Appendix: A.1: Gross domestic product per year,All,,,,,,,,,,,,,,200296.0,0,150
1976,B.1.3: Percentage by year,All,,,,,,,,,,,,,,7.014509908,0,150
1976,Appendix: D.1: Population by year,All,562.6,118.6,835.2,689.5,6396.8,8413.8,1031.8,931.6,1869.3,2533.8,22.5,44.3,,23449.8,0,150
1976,Appendix: C.4: Expenditures by fiscal year,All,1079.500246,211.6999819,1237.099856,1116.800051,11086.50198,12855.69729,1616.300051,1566.599856,3772.799322,3939.600103,69.30000313,205.5000307,,38757.39877,0,150
1976,B.8.2: Expenditure by year,All,3.096118299,2.688647838,3.606442745,4.855734785,6.0494621739999985,6.495514634,3.113118032,3.519679182,6.964100485,8.021182489,11.30446393,0.0,,6.049392935,0,150
1976,B.5.2: Expenditure by year,All,12.35781317,15.71889723,46.37697746,17.28477695,23.0819725,26.49374278,48.85981567,31.96915468,46.49420976,29.38896697,219.235391,243.5754253,,29.31051538,0,150
1976,B.2.5: Expenditure by year,All,432.2399393,460.84436960000005,419.59799110000006,311.0668176000001,358.55181,463.2188034,346.08792610000006,538.7912597999998,444.85145080000007,538.6416714,527.7270945,680.9438418,,432.8920406,0,150
1976,B.1.5: Expenditure by year,All,1426.09131,1599.676225,1473.750307,1274.016847,1673.180794,1768.764607,1722.539661,1822.277301,1849.582955,1965.295735,2095.659947,2729.090689,,1738.4576100000004,0,150
1976,B.1.4: Expenditure by year,All,802.3760146000002,189.7967851,1230.834992,878.4269716,10702.94769,14882.04226,1777.252689,1697.668156,3457.427268,4979.648647,47.08738335,120.9587575,,40766.46761,0,150
1976,B.4.1: Expenditure by year,All,218.99675,45.4045,302.65325,242.42725,2972.47675,3612.471,449.32225,364.08925,811.55025,1082.7025,8.82175,18.953,,10129.8685,0,150
1976,B.3.4: Expenditure by year,All,559.1805350999998,135.1189832,880.3984982000002,663.9482673,8409.3753,10984.60912,1420.171972,1195.719982,2625.866006,3614.843228,35.22988326,90.77796457,,30615.23974,0,150
1976,B.6.4: Expenditure by year,All,12.79719295,4.402061246000001,72.24450684,22.26365285,276.6221705,355.3838117,109.64092859999998,64.21261083,151.8953236,133.4220802,11.82380254,32.60744182,,1247.315584,0,150
1976,B.4.4: Percentage by year,All,23.32295532,23.07725784,27.28818541,23.66991362,29.34764673,31.534617,31.16613995,25.50537782,23.54589244,28.34856439,13.01623072,9.836771118,,28.73829728,0,150
1976,B.7.4: Expenditure by year,All,0.098992017,0.017150888,19.87554798,0.10702738,17.02829321,126.5193148,24.49395523,16.24861129,64.0680673,35.70896614,0.148630374,0.33566372,,304.6502203,0,150
1976,B.6.5: Expenditure by year,All,22.74490428,37.10217069,86.50254898,32.28984277,43.24405915,42.23817518,106.2656139,68.92582787,81.2578197,52.65709768,526.2273594,735.6942787,,53.19090408,0,150
1976,B.8.3: Percentage by year,All,0.556864228,0.507462924,0.681164953,1.040122391,0.998589958,1.084192938,0.510339739,0.630164406,1.123307637,1.248157343,1.405259766,0.0,,1.009673974,0,150
1976,B.4.2: Expenditure by year,All,389.23068039999987,382.68561360000007,362.3843352,351.6016818,464.6842303,429.3504034,435.4897879,390.8134656,434.1463734,427.3053697,392.6187191,427.6205947,,431.98118480000005,0,150
1976,B.8.4: Expenditure by year,All,4.311102323,0.911855544,7.767630345,8.739699222999999,104.2962745,156.5243074,9.128040862999999,9.954408071,38.04671383,63.48954841,0.650898536,0.0,,403.8204791,0,150
1976,B.7.2: Expenditure by year,All,0.071093417,0.050570179000000014,9.228042867000001,0.059463897,0.987686436,5.250354237,8.353662614,5.74518329,11.72706953,4.5114218180000005,2.5813342830000003,2.481837462,,4.510880703,0,150
1976,B.2.1: Expenditure by year,All,86.87336038,15.59223534,100.7976394,67.54019629,755.0373933,1205.41601,129.6506539,126.4680797,260.4369903,471.1523482,4.3272,9.2967,,3232.588806,0,150
1976,B.2.4: Expenditure by year,All,243.1954795,54.67780192,350.4364934,214.4787043,2293.572386,3897.433147,357.0807169,501.94817469999987,831.5612617,1364.805419,11.85750009,30.18079296,,10151.22788,0,150
1976,Appendix: C.1: Total programs by year,All,938.97513,196.7499792,1109.0999470000004,1024.199978,10128.5012,11455.57278,1441.700033,1427.499928,3446.674413,3819.249839,67.77499716,192.6750127,,35248.67323,0,150
1976,Appendix: C.2: Expenditures per year,All,1057.400118,209.9749758,1207.1999529999996,1092.8749710000004,10681.3262,12581.84768,1565.375002,1503.774905,3593.899419,3901.04981,68.82499702,193.7000124,,37657.24804,0,150
1976,Appendix: C.3: Total programs by fiscal year,All,956.9002554,198.2999861,1137.59984,1046.20006,10505.60195,11732.09743,1483.500094,1485.899889,3619.299291,3849.900136,68.40000339,204.400031,,36288.09897,0,150
1976,B.5.1: Expenditure by year,All,6.9529999999999985,1.865,38.73275302,11.91775,147.65,222.913212,50.41175,29.78307191,86.9116728,74.4655,4.926,10.79575,,687.3254597,0,150
1976,Appendix: D.2: Population by fiscal year,All,563.5509999999998,118.955,838.049,691.7669999999998,6407.587,8441.3,1033.118,935.808,1892.599,2543.661,22.599,44.62,,23533.614,0,150
1976,B.7.1: Expenditure by year,All,0.04,0.006,7.707003017999999,0.041,6.318,44.17546198,8.619,5.352321912,21.9214228,11.431,0.058,0.11,,105.7792097,0,150
1976,B.3.2: Expenditure by year,All,401.5884935,398.4045109,408.7613127,368.8864588,487.7662028,455.8441462,484.3496035,422.7826203,480.64058319999987,456.6943367,611.8541101,671.19602,,461.2917002,0,150
1976,B.6.2: Expenditure by year,All,9.19060145,12.97967922,33.54249185,12.36957827,16.04482389,14.74787391,37.39303503,22.70429221,27.80303975,16.85636266,205.3495928,241.0935878,,18.75024174,0,150
1976,B.1.2: Expenditure by year,All,555.9915938999999,529.8215323,529.4521875,466.8426357,605.8004212999998,599.1105834,610.00894,558.5334795,619.9637796,642.6419338,804.4394499,880.9496412999997,,599.1431977000002,0,150
1976,B.5.4: Expenditure by year,All,17.20728729,5.331067677,99.88768516,31.11037945,397.9467382,638.4274339,143.2629247,90.4156302,254.0101047,232.6205947,12.62333145,32.94310554,,1955.786283,0,150
1976,B.4.7: Expenditure by year,All,541.9732478,129.7879155,780.510813,632.8378878,8011.428562,10346.18168,1276.909047,1105.304352,2371.855901000001,3382.222633,22.60655181,57.83485903,,28659.45345,0,150
1976,Appendix: B.1: Price index by year,All,40.40729886,34.9836114,38.77630456,38.30795448,37.1029552,34.91598264,35.18827367,32.94018064,34.21583283,32.01156806,39.02297915,32.7708934,,35.99732238,0,150
1976,B.6.1: Expenditure by year,All,5.171,1.54,28.01375,8.52875,102.635,124.08575,38.58075,21.15175,51.97225,42.7105,4.614,10.68575,,439.68925,0,150
1976,B.3.1: Expenditure by year,All,225.94975,47.2695,341.386003,254.345,3120.12675,3835.384212,499.734,393.8723219,898.4619228,1157.168,13.74775,29.74875,,10817.19396,0,150
1976,B.5.5: Expenditure by year,All,30.58312115,44.93217424,119.6013338,45.12059489,62.21060392,75.87855412,138.8525511,97.05215351,135.885074,91.80733326,561.811004,743.2675769,,83.40314347,0,150
1976,B.4.3: Percentage by year,All,70.00657648,72.22915459,68.44514835,75.31481808,76.70582819,71.66463342,71.39072222,69.97135891,70.02769964,66.49198367,48.80649739,48.54086712,,72.09982296,0,150
1976,B.5.3: Percentage by year,All,2.222661872,2.9668286910000004,8.759426923,3.702484655,3.810161184,4.422179063,8.009688461,5.723766945,7.499504212000001,4.573148035,27.25318742,27.64918832,,4.892071793,0,150
1976,B.8.1: Expenditure by year,All,1.742,0.319,3.012,3.3480000000000003,38.697,54.652,3.212,3.279,13.018,20.324,0.254,0.0,,141.857,0,150
1976,B.3.3: Percentage by year,All,72.22923835,75.19598329,77.20457527,79.01730273,80.51598938,76.08681248,79.40041068,75.69512586,77.52720385,71.06513170000002,76.05968481,76.19005544,,76.99189475,0,150
1976,B.7.5: Expenditure by year,All,0.175942017,0.14455391199999998,23.79814934,0.155225977,2.6620155480000003,15.03710863,23.73990464,17.44126225,34.27380999,14.093098499999998,6.614908289,7.573298146,,12.9915964,0,150
1976,B.2.2: Expenditure by year,All,154.4031003,131.4170214,120.6908749,97.95617698,118.0342184,143.2664373,125.6593364,135.7508592,139.32319640000003,185.9475972,192.5853398,209.7536212,,137.85149750000002,0,150
1976,B.6.3: Percentage by year,All,1.653010864,2.449821011,6.335320287,2.649624804,2.648532971,2.461628006,6.129915904,4.064983217,4.484623241,2.622978952,25.52704157,27.36746535,,3.129509241,0,150
1976,Appendix: B.3: Price index by year,All,38.98709641,33.12054802,35.92550142,36.64336441,36.20651298,33.87169672,35.41334657,30.6503011,33.51911185,32.69950279,38.38597245,32.27996947,,34.46406713,0,150
1976,B.7.3: Percentage by year,All,0.012786779,0.009544757,1.7429416830000002,0.012737461,0.163038255,0.876358119,1.3694328180000002,1.028619322,1.891573333,0.702011739,0.320886088,0.281722966,,0.752888578,0,150
1976,B.4.8: Expenditure by year,All,963.2682493,1093.899681,934.5509823,917.8294341,1252.41838,1229.66725,1237.599184,1186.433887,1268.84643,1334.846731,1006.121848,1304.879271,,1222.162426,0,150
1976,Appendix: A.2: Gross domestic product by fiscal year,All,,,,,,,,,,,,,,205561.5,0,150
1977,B.1.2: Expenditure by year,All,641.9287477999999,572.5589587999998,558.6488873,515.7969006,653.1202728,649.5165873999998,680.1373222999998,621.6829914,653.1526458,712.8530984,810.1804011,1103.957237,,651.185615,0,150
1977,B.1.1: Expenditure by year,All,362.8823211,68.72482439,469.11311280000007,358.8821991000001,4200.684762,5524.588041,705.9879817000002,587.3667119,1272.117323,1831.820033,18.5029,49.30825,,15449.97846,0,150
1977,B.8.5: Expenditure by year,All,6.710953462999999,7.437610174,9.717858937,13.34682426,15.9745994,17.98234163,8.814441319,11.83450235,19.84564984,25.360871,28.23847354,0.0,,16.96994887,0,150
1977,B.8.4: Expenditure by year,All,3.793701993,0.892743787,8.160358249,9.286480079,102.7441025,152.9522593,9.149460605,11.18124965,38.65251883,65.16988093,0.644910259,0.0,,402.6276663,0,150
1977,B.7.1: Expenditure by year,All,0.054000000000000006,0.28800000000000003,1.346272581,0.049,7.108,45.38151603,9.144,4.5196188280000005,33.68233499,12.323,0.066,0.199,,114.16074240000002,0,150
1977,B.8.1: Expenditure by year,All,1.654,0.35,3.369,3.76,41.37600000000001,57.838,3.575,4.02,14.387,22.539,0.273,0.0,,153.141,0,150
1977,Appendix: D.1: Population by year,All,565.3,120.0,839.7,695.8,6431.7,8505.7,1038.0,944.8,1947.7,2569.7,22.8,44.7,,23725.9,0,150
1977,Appendix: C.4: Expenditures by fiscal year,All,1112.199465,261.099915,1452.099856,1225.39966,12438.29885,14129.29885,1913.000246,1815.099856,4214.700206,4465.399425,81.19996651,233.8999331,,43341.69623,0,150
1977,Appendix: C.2: Expenditures per year,All,1104.02466,248.7499317,1398.349856,1198.249758,12100.34963,13810.89846,1838.825198,1752.9748559999996,4104.224985,4333.949594,78.22497566,226.7999575,,42195.62187,0,150
1977,Appendix: C.3: Total programs by fiscal year,All,956.0994588,245.9999146,1343.09984,1135.099657,11734.39883,12823.699,1760.300265,1677.799898,4037.700175,4353.8994090000015,80.29996677,232.2999334,,40380.69634,0,150
1977,B.5.4: Expenditure by year,All,17.49827842,5.914427588,84.67315752,31.36842071,394.1131271,622.5291984,145.500097,91.52664685,268.1089237,236.7341682,9.468133027999999,43.25714363,,1950.691722,0,150
1977,B.4.7: Expenditure by year,All,535.516932,128.29748500000002,810.4048386,671.0914346,8118.017,10390.60869,1272.669496,1142.522063,2361.731499,3449.793771,23.60300677,65.8426385,,28970.09886,0,150
1977,B.5.5: Expenditure by year,All,30.95396854,49.2741674,100.834029,45.08369103,61.27650316,73.18971794,140.1724236,96.87399447,137.6571561,92.12514454,414.5780291,968.4796514,,82.21774498,0,150
1977,B.4.8: Expenditure by year,All,947.3145798,1068.869583,965.0801672,964.5139349,1262.185043,1221.606507,1226.069063,1209.272707,1212.601346,1342.487873,1033.4971,1474.1439269999996,,1221.031582,0,150
1977,B.3.2: Expenditure by year,All,426.51114450000006,438.3680049,440.0621661,408.7756654,532.9702006,489.6196001,533.8362036,469.59954410000006,502.584816,496.16083889999993,612.9915053999998,867.8775327,,499.2244028,0,150
1977,Appendix: D.2: Population by fiscal year,All,566.169,120.696,841.6030000000002,697.227,6430.116999999998,8537.828000000001,1038.565,947.45,1970.946,2582.665,23.162,45.158,,23801.586,0,150
1977,B.5.3: Percentage by year,All,2.102334436,3.373962787,7.451779032999999,3.5389746360000003,3.77826495,4.261055563,8.052792891000001,5.602397644,7.844703723999999,4.469571166000001,21.66146928,31.17024027,,4.806017979,0,150
1977,B.1.3: Percentage by year,All,,,,,,,,,,,,,,6.979634104,0,150
1977,B.3.3: Percentage by year,All,66.44213177,76.56294573,78.77258437,79.25128377,81.60368355,75.38215493,78.48947353,75.53681709,76.94752815,69.60211578,75.66111258,78.61514047,,76.66391752,0,150
1977,B.3.4: Expenditure by year,All,553.0152103999999,134.2119125,895.0779962000001,702.4598553,8512.130127,11013.13789,1418.169593,1234.048709,2629.840423,3686.527939,33.0711398,109.0997821,,30920.79058,0,150
1977,B.4.5: Percentage by year,All,21.14787453,20.22070907,23.92643362,22.67624076,27.01740527,28.44961724,27.04305448,23.43282327,21.41863575,27.5294157,12.77277483,10.31492698,,26.31085764,0,150
1977,B.2.3: Percentage by year,All,33.55786823,23.43705427,21.22741563,20.74871623,18.39631645,24.61784507,21.51052647,24.46318291,23.05247185,30.39788422,24.33888742,21.38485953,,23.33608248,0,150
1977,B.8.2: Expenditure by year,All,2.925880064,2.915913389,4.012013414,5.40399148,6.43311887,6.799917044,3.44409677,4.254864252,7.386824271,8.771055943,11.95376128,0.0,,6.454586104,0,150
1977,B.2.5: Expenditure by year,All,564.5003051,436.3068718,382.2620401,321.2314431000001,352.441685,485.128789,384.8969811,571.2307027,451.9018406,590.114054,505.80455639999985,720.4118037000002,,450.5059295,0,150
1977,B.4.4: Percentage by year,All,24.414706,21.48841803,25.90143346,24.41586513,28.60893843,31.30595808,29.40538317,25.20341302,22.350538,28.21994644,12.92143952,10.38244952,,28.20813502,0,150
1977,B.8.3: Percentage by year,All,0.455795144,0.509277402,0.7181636809999999,1.047697548,0.984982267,1.04691969,0.506382558,0.684410594,1.1309491459999998,1.23041563,1.47544439,0.0,,0.991205265,0,150
1977,B.5.2: Expenditure by year,All,13.49548912,19.3179262,41.62928065,18.25392149,24.67661435,27.67626268,54.77004994,34.82915326,51.23788993,31.86147654,175.49697869999997,344.10612339999994,,31.29609773,0,150
1977,B.4.3: Percentage by year,All,64.33979734,73.18898295,71.32080533,75.71230914,77.82541859999998,71.12109936,70.43668064,69.93441945,69.10282443,65.13254461,53.9996433,47.44490019,,71.85789954,0,150
1977,B.2.4: Expenditure by year,All,319.1120225,52.37035013,320.99613839999995,223.5070559,2266.805177,4126.35606,399.5261456,539.6993391,880.1497831,1516.417265,11.55156446,32.17719321,,10688.66809,0,150
